tid,pid,block,query,n_abs,n_org,n_ddtop,n_native,first_org_abs,plain_top,n_clicks_in_bands,clicks_in_ad_slot
p038-b6-t3,p038,b6,buy franco afro party wig in black,11,9,1,3,1,0,1,0
p038-b6-t4,p038,b6,buy victorinox victorinox swiss army recruit,12,11,1,3,1,0,1,0
p038-b6-t5,p038,b6,buy niterider niterider mako 150 light,12,10,1,3,1,0,1,0
p038-b6-t6,p038,b6,buy span america selan with zinc oxide,12,10,0,5,2,0,1,0
p038-b6-t7,p038,b6,buy casio casio lin 171j 7ajf watch,14,11,0,4,2,0,1,0
p038-b6-t8,p038,b6,buy vargo vargo aluminum windscreen black,13,11,1,0,2,0,1,0
p038-b6-t9,p038,b6,buy sachs sachs k1890 05 clutch set,12,8,1,4,2,0,1,0
p039-b1-t10,p039,b1,buy sundown naturals b complex 60 tablets,15,11,1,3,3,0,1,0
p039-b1-t2,p039,b1,buy sigma impex masonic pocket watch round,11,9,0,3,0,1,1,0
p039-b1-t3,p039,b1,buy hemingweigh hemingweigh balance pad,11,8,1,3,1,0,1,0
p039-b1-t4,p039,b1,buy singing bowls,11,10,0,7,1,0,1,0
p039-b1-t5,p039,b1,buy activeair activair hearing aid battery tester,15,13,1,1,1,0,2,2
p039-b1-t6,p039,b1,buy seachoice masthead light 12 5 8,11,8,1,3,1,0,1,1
p039-b1-t7,p039,b1,buy klutz juggling for the complete klutz,12,11,0,3,0,1,1,0
p039-b1-t8,p039,b1,buy kitchenaid kitchen aid flat beater ksmc50b,13,10,1,4,1,0,1,1
p039-b2-t1,p039,b2,buy sabian sabian 21716csb china cymbal,11,8,1,1,2,0,1,1
p039-b2-t2,p039,b2,buy casio casio men s wv58a 1av,13,10,1,3,1,0,1,0
p039-b2-t3,p039,b2,buy harbinger black cotton lifting straps,12,11,1,2,1,0,1,1
p039-b2-t4,p039,b2,buy moog moog k100056 upper ball joint,15,11,0,4,2,0,1,0
p039-b2-t5,p039,b2,buy marinco marinco 701 battery disconnect switch,12,10,0,3,0,1,1,0
p039-b2-t7,p039,b2,buy lego lego creator cool cruiser 5767,10,9,0,3,0,1,1,0
p039-b2-t8,p039,b2,buy nalgene nalgene polypropylene jar 2 ounce,15,12,1,4,2,0,1,1
p039-b2-t9,p039,b2,buy moog moog k6345 lower ball joint,11,9,0,7,0,1,1,0
p039-b3-t1,p039,b3,buy kuryakyn kuryakyn 7813 master cylinder cover,11,10,0,2,0,1,1,0
p039-b3-t10,p039,b3,buy intex giant poolside inflatable water slide,13,10,0,6,2,0,1,0
p039-b3-t2,p039,b3,buy motorcraft motorcraft air filter fa1616,12,8,1,5,2,0,1,1
p039-b3-t3,p039,b3,buy sony leather cover for dsc t30,10,9,0,1,0,1,1,0
p039-b3-t4,p039,b3,buy tupperware tupperware vertical peeler lime green,12,10,0,2,0,1,2,0
p039-b3-t5,p039,b3,buy solaray chromium picolinate lozenges 100 lozenge,12,9,1,3,2,0,1,1
p039-b3-t6,p039,b3,buy contour contour cpap mask cleaner wipes,15,11,0,5,2,0,1,1
p039-b3-t7,p039,b3,buy garmin garmin etrex 20 gps,13,12,1,0,1,0,1,0
p039-b3-t8,p039,b3,buy smith optics smith backdrop sunglass,11,10,0,2,0,1,1,0
p039-b3-t9,p039,b3,buy escante escante french maid,11,10,0,3,0,1,2,0
p039-b4-t1,p039,b4,buy enzymedica enzymedica gastro 90 count,14,11,1,4,2,0,1,1
p039-b4-t10,p039,b4,buy moultrie moultrie 4gb sd memory card,12,11,0,3,0,1,1,0
p039-b4-t2,p039,b4,buy lego lego creator 6751 fiery legend,11,10,0,1,0,1,1,0
p039-b4-t3,p039,b4,buy nutricology nutricology parathyroid capsules 100 count,9,6,0,4,2,0,1,0
p039-b4-t4,p039,b4,buy knomo knomo marina expandable laptop tote,11,10,0,3,0,1,1,0
p039-b4-t5,p039,b4,buy fytto fytto diabetic socks white large,12,9,1,3,2,0,1,1
p039-b4-t6,p039,b4,buy spanish renaissance music,15,11,0,3,2,0,1,1
p039-b4-t7,p039,b4,buy cobra cobra driveshaft cover 06 0620,11,11,0,1,0,1,1,0
p039-b4-t8,p039,b4,buy acdelco acdelco ep309 fuel pump,10,7,0,3,0,1,1,0
p039-b4-t9,p039,b4,buy tate lyle golden syrup 907g,11,10,0,3,0,1,1,0
p039-b5-t1,p039,b5,buy hella hella camshaft position sensor,10,8,0,6,0,1,1,0
p039-b5-t10,p039,b5,buy callaway callaway scorecard holder,15,13,1,3,2,0,1,0
p039-b5-t2,p039,b5,buy tassimo gevalia kaffe decaffeinated espresso,15,11,0,6,1,0,1,0
p039-b5-t3,p039,b5,buy denso denso 234 4026 oxygen sensor,13,10,1,4,2,0,1,0
p039-b5-t4,p039,b5,buy monroe monroe 72179 sensa trac strut,12,9,1,3,1,0,1,1
p039-b5-t5,p039,b5,buy casio casio dr 210tm printing calculator,13,11,1,0,2,0,1,0
p039-b5-t7,p039,b5,buy 4life phytolax by 4life 60 capsules,11,8,0,7,2,0,1,0
p039-b5-t8,p039,b5,buy actron actron cp7674 digital multitester,14,11,0,4,1,0,1,0
p039-b5-t9,p039,b5,buy corolle corolle miss corolle coquette blonde,10,8,0,3,0,1,1,0
p039-b6-t1,p039,b6,buy bassetts bassetts jelly babies,15,12,0,3,2,0,1,0
p039-b6-t10,p039,b6,buy reebok reebok 1210 elliptical trainer,12,10,1,3,1,0,1,0
p039-b6-t2,p039,b6,buy pure encapsulations melatonin 0 5mg 60c,13,11,0,5,2,0,1,1
p039-b6-t3,p039,b6,buy carrera carrera 7372 glasses,13,12,0,3,0,1,1,0
p039-b6-t4,p039,b6,buy guess guess ladies signature watch g85457l,11,8,0,4,1,0,1,0
p039-b6-t5,p039,b6,buy plustek opticfilm 8200i ai film scanner,12,10,1,3,1,0,1,0
p039-b6-t6,p039,b6,buy bosch bosch al8700n new alternator,15,12,0,4,2,0,1,0
p039-b6-t7,p039,b6,buy requa requa charcocaps 260mg 36 capsules,10,9,0,3,0,1,1,0
p039-b6-t8,p039,b6,buy fram fram ph6018 motorcycle oil filter,13,11,0,3,0,1,1,0
p039-b6-t9,p039,b6,buy motorcraft motorcraft mcsoe76 ball joint,9,8,0,3,0,1,1,0
p040-b1-t1,p040,b1,buy kipling kipling machida,12,11,0,3,0,1,1,0
p040-b1-t10,p040,b1,buy yamaha yamaha cw118v subwoofer loudspeaker,14,12,1,2,1,0,1,0
p040-b1-t2,p040,b1,buy spy spy optichaymaker fade sunglasses,13,11,1,1,2,0,1,0
p040-b1-t3,p040,b1,buy columbia columbia silver ridge cargo pant,13,9,1,5,2,0,1,0
p040-b1-t4,p040,b1,buy ellis faas ellis faas holder,14,11,1,1,3,0,1,0
p040-b1-t5,p040,b1,buy oakley oakley zero earsocks nosepieces,12,9,1,3,2,0,1,0
p040-b1-t6,p040,b1,buy seeedstudio arduino sidekick basic kit,12,11,0,2,0,1,1,0
p040-b1-t7,p040,b1,buy bisto bisto turkey gravy granules 170g,12,9,1,4,2,0,1,1
p040-b1-t8,p040,b1,buy skb skb contoured alto sax case,13,11,1,3,1,0,1,0
p040-b1-t9,p040,b1,buy denso denso 234 4153 oxygen sensor,12,8,0,7,2,0,1,0
p040-b2-t1,p040,b2,buy victorinox victorinox swiss army golf tool,11,9,1,3,1,0,1,0
p040-b2-t10,p040,b2,buy jobar international daily pill organizer,10,7,0,3,0,1,1,0
p040-b2-t2,p040,b2,buy acdelco acdelco 18a1752 brake rotor,12,10,0,3,0,1,1,0
p040-b2-t3,p040,b2,buy oakley oakley gascan replacement lenses,14,12,0,4,2,0,1,0
p040-b2-t4,p040,b2,buy petfusion petfusion cat scratcher lounge deluxe,12,11,0,3,0,1,1,0
p040-b2-t5,p040,b2,buy markwort markwort sting gard finger protecter,11,10,0,1,0,1,1,0
p040-b2-t6,p040,b2,buy natures sunshine suma combination,10,8,0,3,0,1,1,0
p040-b2-t7,p040,b2,buy jacobs jacobs cream crackers 200g,13,10,1,3,2,0,1,0
p040-b2-t8,p040,b2,buy toys and models b727 200 american,13,12,0,2,0,1,1,0
p040-b2-t9,p040,b2,buy foredom flex shaft maintenance kit,13,11,1,3,1,0,1,0
p040-b3-t1,p040,b3,buy lorac lorac porefection baked perfecting powder,11,10,0,3,0,1,1,0
p040-b3-t10,p040,b3,buy sothys sothys absorbant mask,12,9,1,5,2,0,1,0
p040-b3-t2,p040,b3,buy duracell duracell d batteries 2 count,14,13,1,0,1,0,1,1
p040-b3-t3,p040,b3,buy essie essie leading lady nail lacquer,14,11,1,4,2,0,1,0
p040-b3-t4,p040,b3,buy pelikan pelikan d200 pencil green marble,15,12,0,3,2,0,1,0
p040-b3-t5,p040,b3,buy airtex airtex e8094 electric fuel pump,11,7,1,3,1,0,1,0
p040-b3-t6,p040,b3,buy sharp cs2850a commercial printing calculator,12,10,0,4,0,1,1,0
p040-b3-t7,p040,b3,buy nescafe nescafe gold blend decaffeinated 100g,14,11,1,4,2,0,1,1
p040-b3-t8,p040,b3,buy cpap battery pack respironics,15,13,1,2,2,0,1,0
p040-b3-t9,p040,b3,buy orbit orbit 28956 easy dial series,12,9,1,3,2,0,1,0
p040-b4-t1,p040,b4,buy rotosound rotosound acoustic guitar strings,12,10,0,4,1,0,1,0
p040-b4-t10,p040,b4,buy royal royal hd1400mx cross cut shredder,13,12,0,2,0,1,1,0
p040-b4-t2,p040,b4,buy suzuki suzuki manji lof harmonica,13,11,1,2,1,0,1,0
p040-b4-t3,p040,b4,buy paxo paxo golden bread crumbs 227g,14,11,1,1,2,0,1,0
p040-b4-t4,p040,b4,buy elaplast elaplast radiator hose,10,7,0,3,0,1,1,0
p040-b4-t5,p040,b4,buy denso denso 234 4280 oxygen sensor,12,10,0,7,0,1,1,0
p040-b4-t6,p040,b4,buy hero hero extra light fountain pen,12,11,1,3,1,0,1,0
p040-b4-t7,p040,b4,buy mattel barbie pink glamour camper,11,9,0,3,0,1,1,0
p040-b4-t8,p040,b4,buy earth therapeutics soft hands gel gloves,13,11,1,3,1,0,1,0
p040-b4-t9,p040,b4,buy leatherman piranha multi purpose pocket tool,12,10,0,3,0,1,1,0
p040-b5-t1,p040,b5,buy bosch bosch 332019151 relay,13,9,1,4,2,0,1,0
p040-b5-t10,p040,b5,buy casio casio ga 110hc 1adr,15,11,1,2,3,0,1,1
p040-b5-t2,p040,b5,buy makari makari baby foaming gel,12,10,1,2,1,0,1,0
p040-b5-t3,p040,b5,buy pure encapsulations biotin 8mg 60c,17,13,0,4,2,0,1,0
p040-b5-t4,p040,b5,buy nte nte 3098 optoisolator npn trans,13,9,0,6,2,0,1,1
p040-b5-t5,p040,b5,buy victory victory motorcycles saddlebag liners,12,11,0,3,0,1,1,0
p040-b5-t6,p040,b5,buy monroe monroe 139104 complete strut assembly,12,11,0,1,0,1,1,0
p040-b5-t7,p040,b5,buy continental electric continental 4 slice toaster,13,10,1,2,2,0,1,0
p040-b5-t8,p040,b5,buy vortex vortex 15x50mm viper hd binoculars,13,12,1,0,1,0,1,0
p040-b5-t9,p040,b5,buy trix locomotive wheel cleaning brush minitrix,11,9,0,3,0,1,1,0
p040-b6-t1,p040,b6,buy sachs sachs sh6010 slave cylinder,11,9,0,7,0,1,1,0
p040-b6-t10,p040,b6,buy tifosi tifosi wisp wrap sunglasses,13,10,1,3,1,0,1,0
p040-b6-t2,p040,b6,buy diesel diesel watches advanced black black,13,11,1,1,2,0,1,0
p040-b6-t3,p040,b6,buy nissan genuine nissan 63890 cd10a emblem,12,11,0,2,0,1,2,0
p040-b6-t4,p040,b6,buy oytoys jerusalem of gold hanukah menorah,10,9,0,3,0,1,1,0
p040-b6-t5,p040,b6,buy peugeot peugeot 200381 melchoir corkscrew basalte,14,9,1,4,2,0,1,1
p040-b6-t6,p040,b6,buy gold,16,15,0,1,1,0,1,0
p040-b6-t7,p040,b6,buy kuryakyn kuryakyn 7546 floorboard exhaust guard,9,7,0,3,0,1,1,0
p040-b6-t8,p040,b6,buy gates gates 22637 lower radiator hose,12,8,1,4,2,0,1,0
p040-b6-t9,p040,b6,buy clairol clairol balsam hair color,11,7,1,3,2,0,1,0
p041-b1-t1,p041,b1,buy west system colloidal silica 6 0oz,11,7,0,7,2,0,1,0
p041-b1-t10,p041,b1,buy lowrance lowrance 000 10027 001 bracket,11,8,1,1,2,0,1,1
p041-b1-t3,p041,b1,buy bosch bosch 6711 platinum spark plug,14,10,0,6,2,0,1,1
p041-b1-t4,p041,b1,buy intelex intelex cozy microwaveable plush sheep,11,10,0,3,0,1,1,0
p041-b1-t5,p041,b1,buy medline envoy 480 rolling walker,13,9,1,3,2,0,1,1
p041-b1-t6,p041,b1,buy nestle nestle yorkie bar,13,13,0,1,0,1,1,0
p041-b1-t8,p041,b1,buy vacu vin rapid ice champagne cooler,13,11,1,3,1,0,1,0
p041-b1-t9,p041,b1,buy upstairs downstairs the complete second season,11,11,0,0,0,1,1,0
p041-b2-t1,p041,b2,buy clubman clubman after shave cologne musk,14,11,1,1,2,0,1,1
p041-b2-t10,p041,b2,buy robocar poli helly transformers,12,11,0,3,0,1,1,0
p041-b2-t2,p041,b2,buy moog moog ds1235 track arm,12,10,0,2,2,0,1,0
p041-b2-t3,p041,b2,buy ageless ultra max gold 90 capsules,16,13,0,4,2,0,1,0
p041-b2-t4,p041,b2,buy mentholatum decongestant analgesic ointment,10,8,0,3,0,1,1,0
p041-b2-t5,p041,b2,buy m a c mac lipglass lust,13,11,1,2,2,0,1,1
p041-b2-t6,p041,b2,buy purebites purebites ocean whitefish dog treats,12,12,0,1,0,1,1,0
p041-b2-t7,p041,b2,buy spenco spenco 2nd skin adhesive knit,12,10,1,3,1,0,1,0
p041-b2-t8,p041,b2,buy xerox pe220 smart kit print cartridge,13,10,1,3,2,0,1,1
p041-b2-t9,p041,b2,buy bosch bosch 0280218088 air mass sensor,12,10,0,7,0,1,1,0
p041-b3-t1,p041,b3,buy supco universal humidifier solenoid valve uhs24,13,11,0,2,0,1,1,0
p041-b3-t10,p041,b3,buy airtex airtex e7072s electric fuel pump,13,8,1,4,3,0,1,1
p041-b3-t2,p041,b3,buy mueller mueller back support with braces,14,11,1,4,2,0,1,0
p041-b3-t3,p041,b3,buy velodyne velodyne sc600iw in wall subwoofer,12,10,0,3,0,1,1,0
p041-b3-t4,p041,b3,buy dinosaurs otbp umbrella 3 in b1090,7,5,0,2,0,1,1,0
p041-b3-t5,p041,b3,buy bodum bodum chambord milk frother,14,11,1,3,2,0,1,0
p041-b3-t6,p041,b3,buy monroe monroe sc2942 magnum steering damper,11,8,1,3,1,0,1,1
p041-b3-t7,p041,b3,buy delphi delphi fg0411 fuel pump module,14,10,1,3,1,0,1,1
p041-b3-t8,p041,b3,buy bosch bosch 03368 distributor cap,12,9,1,3,1,0,1,0
p041-b3-t9,p041,b3,buy walker walker 81761 calcat catalytic converter,17,14,0,5,2,0,1,1
p041-b4-t1,p041,b4,buy lenovo lenovo 65w ac adapter,12,11,1,2,1,0,1,1
p041-b4-t10,p041,b4,buy stop go international mini air compressor,13,11,1,3,1,0,1,1
p041-b4-t2,p041,b4,buy kuryakyn kuryakyn 7108 universal kickstand extension,11,10,0,3,0,1,1,1
p041-b4-t3,p041,b4,buy radonaway radonaway rp145 radon mitigation fan,14,12,1,2,1,0,1,1
p041-b4-t4,p041,b4,buy oratec viajet pro irrigator,12,11,0,3,0,1,1,0
p041-b4-t5,p041,b4,buy kwailnara essential collagen repairing skin toner,11,9,0,3,0,1,1,0
p041-b4-t6,p041,b4,buy coleman coleman 21b122 lantern mantles,10,9,0,3,0,1,1,0
p041-b4-t7,p041,b4,buy heinz heinz mulligatawny soup 400g,11,10,0,1,0,1,1,0
p041-b4-t8,p041,b4,buy filson filson mens tri fold wallet,11,10,0,2,0,1,1,0
p041-b4-t9,p041,b4,buy skf skf 38780 rear wheel seal,10,7,0,3,0,1,1,0
p041-b5-t1,p041,b5,buy intel home pc camera,12,10,1,1,2,0,1,1
p041-b5-t10,p041,b5,buy ezydog ezydog zero shock 48 leash,12,9,1,3,2,0,1,1
p041-b5-t2,p041,b5,buy airtex airtex e8145 electric fuel pump,10,7,0,3,0,1,1,0
p041-b5-t3,p041,b5,buy fiskars fsk94307097 children s safety scissors,11,10,0,3,0,1,1,0
p041-b5-t4,p041,b5,buy goold,14,13,0,2,1,0,1,0
p041-b5-t5,p041,b5,buy portrait,16,14,0,3,2,0,1,0
p041-b5-t6,p041,b5,buy solaray nettle root extract 60 capsule,12,8,1,3,2,0,1,0
p041-b5-t7,p041,b5,buy ebest chelsea football club cufflinks,13,9,1,3,3,0,1,1
p041-b5-t8,p041,b5,buy vdo vdo wr40073 window regulator,11,8,0,3,0,1,1,0
p041-b5-t9,p041,b5,buy gates gates 38133 belt tensioner assembly,12,9,1,1,2,0,1,1
p041-b6-t1,p041,b6,buy think fun thinkfun solitaire chess,12,12,0,3,0,1,1,0
p041-b6-t10,p041,b6,buy berkley berkley trilene xl fishing line,13,10,1,3,1,0,1,0
p041-b6-t2,p041,b6,buy bernzomatic bernzomatic ts839t swivel head torch,11,10,0,3,0,1,1,0
p041-b6-t3,p041,b6,buy guess guess feminine contemporary watch white,13,10,1,4,2,0,1,0
p041-b6-t4,p041,b6,buy ngk ngk 6240 spark plug,11,10,0,7,0,1,1,0
p041-b6-t5,p041,b6,buy cargo cargo blush 0 31 oz,11,9,1,3,1,0,1,1
p041-b6-t6,p041,b6,buy smith optics smith optics lowdown sunglasses,12,10,1,0,2,0,1,0
p041-b6-t7,p041,b6,buy pure encapsulations l carnosine 120c,12,9,1,3,1,0,1,1
p041-b6-t8,p041,b6,buy sightmark sightmark 22lr boresight,12,11,0,1,0,1,1,0
p041-b6-t9,p041,b6,buy edelbrock edelbrock 1426 metering jet,10,8,0,2,0,1,1,0
p042-b1-t1,p042,b1,buy buxom buxom insider eyeliner black pearl,14,10,0,4,2,0,1,1
p042-b1-t10,p042,b1,buy jarrow fiber perfect 150 vcaps,15,11,0,4,2,0,1,1
p042-b1-t2,p042,b1,buy uniformtux satin self tie bow tie,12,11,1,1,1,0,1,0
p042-b1-t3,p042,b1,buy kinco xlg mens deerskin glove,12,11,0,3,0,1,1,0
p042-b1-t4,p042,b1,buy dayco dayco 5060875 serpentine belt,14,11,0,3,3,0,1,0
p042-b1-t5,p042,b1,buy dell dell inspiron i660 4032bk desktop,11,11,0,1,0,1,1,0
p042-b1-t6,p042,b1,buy fram fram g3587 fuel filter,12,8,1,5,2,0,1,0
p042-b1-t7,p042,b1,buy hiflofiltro hiflofiltro hf183 premium oil filter,12,10,1,2,1,0,1,1
p042-b1-t8,p042,b1,buy munchkin munchkin twisty figure 8 teether,12,11,0,3,0,1,1,0
p042-b1-t9,p042,b1,buy fram fram cg13dp fuel filter,12,10,1,3,1,0,1,0
p042-b2-t1,p042,b2,buy epowerengine makita 1830 battery 18v 4500mah,11,9,1,3,1,0,1,1
p042-b2-t10,p042,b2,buy avon supershock max waterproof mascara black,14,12,1,4,2,0,1,0
p042-b2-t2,p042,b2,buy braun braun 3series 320s 4 shaver,14,12,1,2,2,0,1,0
p042-b2-t3,p042,b2,buy raquel welch rw voltage r28s,13,10,0,4,1,0,1,0
p042-b2-t4,p042,b2,buy ctek ctek 56 677 battery charger,13,9,1,5,2,0,1,0
p042-b2-t5,p042,b2,buy disguise costumes optimus prime costume sword,12,12,0,0,0,1,1,0
p042-b2-t6,p042,b2,buy continental continental electric ce23111 steam iron,12,11,0,2,0,1,2,0
p042-b2-t7,p042,b2,buy sequal new sequal eclipse 2 battery,11,10,1,2,1,0,1,0
p042-b2-t8,p042,b2,buy gates gates 22067 lower radiator hose,13,9,1,3,1,0,1,0
p042-b2-t9,p042,b2,buy nutramedix nutramedix magnesium malate 120 vegicaps,13,9,1,5,2,0,1,0
p042-b3-t1,p042,b3,buy hairess gold male mannequin foam head,10,9,0,3,0,1,1,0
p042-b3-t10,p042,b3,buy karol szymanowski complete piano music,11,9,1,0,2,0,1,0
p042-b3-t2,p042,b3,buy nixon the corporal ss watch,14,12,1,3,1,0,1,0
p042-b3-t3,p042,b3,buy airtex airtex e2111 electric fuel pump,12,9,0,6,2,0,1,0
p042-b3-t4,p042,b3,buy natura natura maracuja body cream 40,12,10,1,3,1,0,1,0
p042-b3-t5,p042,b3,buy airtex airtex e8404 electric fuel pump,11,7,1,3,1,0,1,0
p042-b3-t6,p042,b3,buy ngk ngk 4344 spark plug,11,7,0,7,2,0,1,0
p042-b3-t7,p042,b3,buy soap blue power carbolic soap 125g,13,12,0,1,0,1,1,0
p042-b3-t8,p042,b3,buy childlife liquid vitamin c for children,16,14,0,3,2,0,1,0
p042-b3-t9,p042,b3,buy pepsin 153mg 100 capsules,11,8,1,3,2,0,1,0
p042-b4-t1,p042,b4,buy pure encapsulations caprylic acid 120c,14,9,0,7,2,0,1,0
p042-b4-t10,p042,b4,buy yamaha yamaha 5bn819600000 rectifier and regulator,10,7,0,3,0,1,1,0
p042-b4-t2,p042,b4,buy motorcraft motorcraft as1080 front shock absorber,13,11,1,3,1,0,1,0
p042-b4-t3,p042,b4,buy wenger evogrip 18 yellow,13,11,1,3,1,0,1,0
p042-b4-t4,p042,b4,buy dayco dayco 95315k1 timing belt kit,12,8,1,2,2,0,1,0
p042-b4-t5,p042,b4,buy acdelco acdelco 15036008 windshield washer motor,12,8,1,3,1,0,1,0
p042-b4-t6,p042,b4,buy elemis elemis smooth result shave oil,12,8,1,5,2,0,1,0
p042-b4-t7,p042,b4,buy walker walker 31597 exhaust gasket,13,10,1,2,1,0,1,0
p042-b4-t8,p042,b4,buy mcarthur boston red sox beach towel,11,10,0,1,0,1,1,0
p042-b4-t9,p042,b4,buy moog moog es3537 tie rod end,11,10,0,6,0,1,1,0
p042-b5-t1,p042,b5,buy bosch bosch 80037 duraterm glow plug,11,7,1,5,2,0,1,0
p042-b5-t10,p042,b5,buy whirlpool frigidaire 131212301 capacitor for washer,13,12,0,2,0,1,1,0
p042-b5-t2,p042,b5,buy denso denso 234 1000 oxygen sensor,14,9,0,6,2,0,1,0
p042-b5-t3,p042,b5,buy pulsar pulsar women s watch pegb76,12,11,1,0,1,0,1,0
p042-b5-t4,p042,b5,buy sachajuan sachajuan root lift 200 ml,11,8,0,7,1,0,1,0
p042-b5-t5,p042,b5,buy pocket parafoil kites,13,11,1,3,1,0,1,0
p042-b5-t6,p042,b5,buy perfect petzzz cavalier king charles puppy,12,10,0,3,0,1,1,0
p042-b5-t7,p042,b5,buy acdelco acdelco 21560 radiator,10,7,0,3,0,1,1,0
p042-b5-t8,p042,b5,buy bosch bosch al8703n new alternator,13,8,0,6,2,0,1,0
p042-b5-t9,p042,b5,buy luk luk 05 087 clutch set,12,8,1,3,1,0,1,0
p042-b6-t1,p042,b6,buy timken timken 387a bearing,13,9,0,7,2,0,1,0
p042-b6-t10,p042,b6,buy moog moog k500169 ball joint,13,8,1,4,2,0,1,0
p042-b6-t2,p042,b6,buy finis finis ear plug,12,10,1,3,1,0,1,0
p042-b6-t3,p042,b6,buy intex lil gator ride on,16,13,0,4,2,0,1,0
p042-b6-t4,p042,b6,buy denso denso 234 4232 oxygen sensor,13,8,1,5,2,0,1,0
p042-b6-t5,p042,b6,buy lacrilube opth ointment 3 5gram,12,12,0,2,0,1,1,0
p042-b6-t6,p042,b6,buy megafood megafood megazymes tablets 60 count,14,11,1,4,3,0,1,0
p042-b6-t7,p042,b6,buy zyliss strongboy 2 jar opener,13,10,1,3,1,0,1,1
p042-b6-t8,p042,b6,buy warn warn 22681 quick connect plugs,11,10,0,3,0,1,1,0
p042-b6-t9,p042,b6,buy oki oki56120801 oki 56120801 image drum,11,9,1,0,2,0,1,0
p043-b1-t1,p043,b1,buy ge ge fx18m reverse osmosis membrane,15,12,0,5,2,0,1,0
p043-b1-t2,p043,b1,buy sci plum pitter by westmark,10,9,0,3,0,1,1,0
p043-b1-t3,p043,b1,buy sevylor sevylor riverboat pump,14,10,1,3,2,0,1,1
p043-b1-t4,p043,b1,buy bassetts bassett s murray mints 200g,12,10,1,1,2,0,1,1
p043-b1-t5,p043,b1,buy sun brand pure spanish saffron 1g,12,11,0,1,0,1,1,0
p043-b1-t6,p043,b1,buy enzymedica enzymedica stem xcell 60 count,14,10,1,4,2,0,1,1
p043-b1-t7,p043,b1,buy dayco dayco 89203 automatic belt tensioner,12,8,1,5,2,0,1,1
p043-b1-t8,p043,b1,buy speedball speedball linoleum block 5 x7,13,11,1,2,1,0,1,1
p043-b1-t9,p043,b1,buy delonghi delonghi deep fryer replacement filters,12,9,1,3,1,0,1,0
p043-b2-t1,p043,b2,buy lacoste lacoste sunglasses l631s,13,9,1,3,2,0,1,0
p043-b2-t10,p043,b2,buy enzymatic enzymatic therapy thymuplex 50 capsules,12,9,1,2,2,0,1,1
p043-b2-t2,p043,b2,buy dayco dayco 5070640 serpentine belt,13,9,1,4,2,0,1,0
p043-b2-t3,p043,b2,buy xerox xerox 008r12988 fuser unit,11,8,1,3,1,0,1,0
p043-b2-t4,p043,b2,buy acdelco acdelco 6k775 fan belt,11,7,1,3,1,0,1,0
p043-b2-t5,p043,b2,buy 303 products 303 protectant,13,10,1,5,1,0,1,0
p043-b2-t6,p043,b2,buy gates gates 22226 lower radiator hose,12,8,1,3,1,0,1,0
p043-b2-t7,p043,b2,buy dayco dayco 5060825 serpentine belt,12,9,0,3,0,1,1,0
p043-b2-t8,p043,b2,buy smashbox smashbox bronze lights sunkissed matte,11,8,1,2,1,0,1,0
p043-b2-t9,p043,b2,buy tweezerman tweezerman ltd pedro callus stone,13,10,1,2,2,0,1,0
p043-b3-t1,p043,b3,buy etudes,15,11,0,4,2,0,1,0
p043-b3-t10,p043,b3,buy hoover hoover upright vacuum cleaner belts,12,11,1,0,1,0,1,0
p043-b3-t2,p043,b3,buy fender fender standard stratacoustic guitar black,14,10,1,3,2,0,1,0
p043-b3-t3,p043,b3,buy motorcraft motorcraft jk61063 v ribbed belt,10,9,0,5,0,1,1,0
p043-b3-t4,p043,b3,buy panasonic kx tg4012n cordless phone,15,12,0,5,2,0,1,0
p043-b3-t5,p043,b3,buy oem oem 9377 coolant temperature sensor,15,10,0,4,3,0,1,0
p043-b3-t6,p043,b3,buy delphi delphi fg0096 fuel pump module,12,9,1,3,1,0,1,0
p043-b3-t7,p043,b3,buy amway nutrilite concentrated fruits and vegetables,12,9,1,3,2,0,1,0
p043-b3-t8,p043,b3,buy scubapro scubapro galileo luna complete,11,9,1,4,1,0,1,0
p043-b3-t9,p043,b3,buy kristal educational dig discover velociraptor skeleton,14,12,1,3,1,0,1,0
p043-b4-t10,p043,b4,buy owen mumford autodrop eyedropper aid,12,10,1,2,2,0,1,0
p043-b4-t2,p043,b4,buy fram fram p3528a oil filter,13,11,0,4,1,0,1,0
p043-b4-t3,p043,b4,buy forum novelties adult baby diaper,10,10,0,0,0,1,1,0
p043-b4-t4,p043,b4,buy geneva unisex faux chronograph watch black,13,11,1,3,1,0,1,0
p043-b4-t5,p043,b4,buy ginsana ginkoba memory 90 tablets,11,8,1,3,1,0,1,0
p043-b4-t6,p043,b4,buy ngk ngk dcpr8ekc standard spark plug,12,9,1,3,2,0,1,0
p043-b4-t7,p043,b4,buy enzymedica enzymedica lacto 30 count,13,9,0,6,2,0,1,0
p043-b4-t8,p043,b4,buy bosch bosch 71068 fuel filter,11,8,0,3,0,1,1,0
p043-b4-t9,p043,b4,buy hagerty silver cloth by the yard,17,14,0,6,2,0,1,0
p043-b5-t1,p043,b5,buy maisto 1 18 jeep rescue concept,11,9,0,3,0,1,1,0
p043-b5-t10,p043,b5,buy lemfoerder lemfoerder 3314801 suspension subframe mount,12,9,0,4,1,0,1,0
p043-b5-t2,p043,b5,buy bosal bosal exhaust gasket,11,8,0,6,1,0,1,1
